Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
The Lighthouse,2019,R,01 Nov 2019,109 min,"Drama, Fantasy, Horror",Robert Eggers,"Robert Eggers, Max Eggers","Robert Pattinson, Willem Dafoe, Valeriia Karaman","As the wavering cry of the foghorn fills the air, the taciturn former lumberjack, Ephraim Winslow, and the grizzled lighthouse keeper, Thomas Wake, set foot in a secluded and perpetually grey islet off the coast of late-19th-century New England. For the following four weeks of back-breaking work and unfavourable conditions, the tight-lipped men will have no one else for company except for each other, forced to endure irritating idiosyncrasies, bottled-up resentment, and burgeoning hatred. Then, amid bad omens, a furious and unending squall maroons the pale beacon's keepers in the already inhospitable volcanic rock, paving the way for a prolonged period of feral hunger; excruciating agony; manic isolation, and horrible booze-addled visions. Now, the eerie stranglehold of insanity tightens. Is there an escape from the wall-less prison of the mind?",English,"United States, Canada",Nominated for 1 Oscar. 33 wins & 138 nominations total,https://m.media-amazon.com/images/M/MV5BZmE0MGJhNmYtOWNjYi00Njc5LWE2YjEtMWMxZTVmODUwMmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.4,"251,994",tt7984734,movie,18 Oct 2019,"$10,867,104",N/A,N/A,True,
The Lion King,2019,PG,19 Jul 2019,118 min,"Animation, Adventure, Drama",Jon Favreau,"Jeff Nathanson, Irene Mecchi, Jonathan Roberts","Donald Glover, Beyoncé, Seth Rogen","In Africa, the lion cub Simba is the pride and joy of his parents King Mufasa and Queen Sarabi. Mufasa prepares Simba to be the next king of the jungle. However, the naive Simba believes in his envious uncle Scar that wants to kill Mufasa and Simba to become the next king. He lures Simba and his friend Nala to go to a forbidden place and they are attacked by hyenas but they are rescued by Mufasa. Then Scar plots another scheme to kill Mufasa and Simba but the cub escapes alive and leaves the kingdom believing he was responsible for the death of his father. Now Scar becomes the king supported by the evil hyenas while Simba grows in a distant land. Sometime later, Nala meets Simba and tells that the kingdom has become a creepy wasteland. What will Simba do?","English, Spanish","United States, United Kingdom, Kenya",Nominated for 1 Oscar. 21 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BMjIwMjE1Nzc4NV5BMl5BanBnXkFtZTgwNDg4OTA1NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"265,782",tt6105098,movie,27 Aug 2019,"$543,638,043",N/A,N/A,True,
The Lobster,2016–,N/A,N/A,N/A,Comedy,N/A,N/A,"Andrew Joseph Pahlke, Jeff Woodward, Sarah Gibson",N/A,N/A,Canada,N/A,N/A,[],N/A,N/A,N/A,tt5438322,series,,,,,True,N/A
The Lone Ranger,2013,PG-13,03 Jul 2013,150 min,"Action, Adventure, Western",Gore Verbinski,"Justin Haythe, Ted Elliott, Terry Rossio","Johnny Depp, Armie Hammer, William Fichtner","In the 1930s, an elderly Tonto tells a young boy the tale of John Reid, the Lone Ranger. An idealistic lawyer, he rides with his brother and fellow Texas Rangers in pursuit of the notorious Butch Cavendish. Ambushed by the outlaw and left for dead, John Reid is rescued by the renegade Comanche, Tonto, at the insistence of a mysterious white horse and offers to help him to bring Cavendish to justice. Becoming a reluctant masked rider with a seemingly incomprehensible partner, Reid pursues the criminal against all obstacles. However, John and Tonto learn that Cavendish is only part of a far greater injustice and the pair must fight it in an adventure that would make them a legend.","English, North American Indian",United States,Nominated for 2 Oscars. 6 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.4,"243,948",tt1210819,movie,01 Jul 2015,"$89,302,115",N/A,N/A,True,
The Long Goodbye,2021,N/A,21 Nov 2021,7 min,"Animation, Short",Heidi Neff,N/A,N/A,N/A,N/A,United States,N/A,N/A,[],N/A,N/A,N/A,tt19899356,movie,N/A,N/A,N/A,N/A,True,
The Look of Silence,2014,PG-13,17 Jul 2015,103 min,"Documentary, Biography, History",Joshua Oppenheimer,N/A,"Adi Rukun, M.Y. Basrun, Volker Hanisch","An Indonesian man with a communist background named Ramli was brutally murdered when the ""Communist"" purge occurred in 1965. His remaining family members lived in fear and silence until the making of this documentary. Adi, a brother of his, decided to revisit the horrific incident and visited the men who were responsible for the killings and one survivor of the purge. These meetings uncovered sadistic details of the murders and exposed raw emotions and reactions of the killers' family members about what happened in the past - much to Adi's disappointment.",Indonesian,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands",Nominated for 1 Oscar. 48 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BOTMwMjI4MjQ3MF5BMl5BanBnXkFtZTgwMjkwOTM2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,8.3,"13,821",tt3521134,movie,04 Mar 2016,"$109,089",N/A,N/A,True,
The Lost Daughter,2021,R,31 Dec 2021,121 min,Drama,Maggie Gyllenhaal,"Maggie Gyllenhaal, Elena Ferrante","Olivia Colman, Jessie Buckley, Dakota Johnson",A woman's beach vacation takes a dark turn when she begins to confront the troubles of her past.,"English, Italian, Greek","United States, United Kingdom, Israel, Greece",Nominated for 3 Oscars. 41 wins & 113 nominations total,https://m.media-amazon.com/images/M/MV5BZGY5ZTg1YzUtNTUwMy00YTVjLTg5OTItMTc4MmNmYjkxOTE1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,6.7,"74,848",tt9100054,movie,31 Dec 2021,N/A,N/A,N/A,True,
The Lost Thing,2010,Not Rated,11 Feb 2011,15 min,"Animation, Short, Drama","Andrew Ruhemann, Shaun Tan",Shaun Tan,Tim Minchin,"In a not-so-distant future, somewhere in Australia's sandy beaches, a young boy while collecting bottle tops for his collection, makes an amazing discovery: a humongous and strange, yet friendly creature. Unable to classify this being, the boy soon realises that, in reality, the poor creature is actually lost and it has nowhere to go. But how could someone fail to notice such a magnificent living organism, moreover, how can a little boy find where it belongs?",English,"Australia, United Kingdom",Won 1 Oscar. 9 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZDFhMWUxNzAtNjNhNi00MDM0LTljODItNjZjMTA3MjA2YzUwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"3,698",tt1669698,movie,N/A,N/A,N/A,N/A,True,
The Lovely Bones,2009,PG-13,15 Jan 2010,135 min,"Drama, Fantasy, Thriller",Peter Jackson,"Fran Walsh, Philippa Boyens, Peter Jackson","Rachel Weisz, Mark Wahlberg, Saoirse Ronan","A fourteen-year-old girl in suburban 1970's Pennsylvania is murdered by her neighbor. She tells the story from the place between Heaven and Earth, showing the lives of the people around her and how they have changed all while attempting to get someone to find her lost body.",English,"United States, United Kingdom, New Zealand",Nominated for 1 Oscar. 10 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.6,"179,345",tt0380510,movie,27 May 2012,"$44,114,232",N/A,N/A,True,
The Man Who Sold His Skin,2020,N/A,02 Apr 2021,104 min,Drama,Kaouther Ben Hania,Kaouther Ben Hania,"Yahya Mahayni, Dea Liane, Koen De Bouw","Sam Ali, a Syrian young man, took refuge in Lebanon to flee the Syrian civil war. There, he meets Jeffrey Godefroi, a famous tattoo artist, who makes Mr Ali's back his canvas for a piece of work. Soon, Mr Ali becomes aliving work of art, worth an astronomical sum on the art market,l. Collectors are interested, auction goes up, human rights activists are outraged. Mr Ali must get out of the predicament he's in; the man who sold his skin.","Arabic, English, French, Flemish","Tunisia, France, Belgium, Germany, Sweden, Qatar, Cyprus, Turkey",Nominated for 1 Oscar. 9 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMTE0YzJmMDctYWJlNC00OTQzLTkyYjctMDkxNWE4ZTdkMmU4XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.9,"6,939",tt10360862,movie,02 Apr 2021,N/A,N/A,N/A,True,
The Martha Mitchell Effect,2022,PG,17 Jun 2022,40 min,"Documentary, Short, History","Anne Alvergue, Debra McClutchy",N/A,"Martha Mitchell, Dwight Chapin, Connie Chung",The Cabinet wife who spoke out during Watergate and the Nixon administration's campaign to gaslight her into silence.,English,United States,Nominated for 1 Oscar. 3 nominations total,https://m.media-amazon.com/images/M/MV5BZjY4ODI3ZTEtMjFmOC00YTQ4LTkwMjYtODgyZGM5Y2Q4NGU5XkEyXkFqcGdeQXVyMjAyNDMwNjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.6,"2,823",tt16379454,movie,17 Jun 2022,N/A,N/A,N/A,True,
The Martian,2015,PG-13,02 Oct 2015,144 min,"Adventure, Drama, Sci-Fi",Ridley Scott,"Drew Goddard, Andy Weir","Matt Damon, Jessica Chastain, Kristen Wiig","During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Millions of miles away, NASA and a team of international scientists work tirelessly to bring ""the Martian"" home, while his crewmates concurrently plot a daring, if not impossible, rescue mission. As these stories of incredible bravery unfold, the world comes together to root for Watney's safe return.","English, Mandarin","United States, United Kingdom, Hungary, Jordan",Nominated for 7 Oscars. 40 wins & 199 nominations total,https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,8.0,"918,792",tt3659388,movie,22 Dec 2015,"$228,433,663",N/A,N/A,True,
The Master,2012,R,21 Sep 2012,138 min,"Drama, History",Paul Thomas Anderson,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams","Following his discharge from the US Navy after WWII, Freddie Quell is having difficulties adjusting to non-military life partly due to his war experiences in the tropics. He has a violent temper. He is obsessed with sex, which is partly why he can't and won't commit to his teenaged girlfriend, Doris Solstad. And he is an alcoholic, drinking primarily concoctions he creates himself with dangerous ingredients. It is these factors in combination that lead to him being fired from one job after another, from department store portrait photographer to cabbage picker. Wandering one night in 1950 while drunk, he stumbles upon a yacht being used by Lancaster and Peggy Dodd, the yacht aboard which their daughter Elizabeth will get married. Feeling a connection to the stranger, Lancaster invites Freddie to stay aboard to work. In addition to that work, Lancaster indoctrinates him into his cult, named the Cause, which purports to do things as varied as cure serious maladies and create world peace. Peggy, Elizabeth and Elizabeth's husband Clark all subscribe to and support Lancaster's teachings. The only one of the Dodd family that doesn't is Lancaster and Peggy's son, Val Dodd, who believes his father is just making things up as he goes along. Because of being lost psychologically, Freddie is easy prey, he who is looking for something or someone to guide him to a higher plane. But as Freddie travels with the Dodd family as they spout the gospel, he and the Dodds may become at odds with each other if Freddie cannot or does not find from them and the Cause what he needs in life to survive emotionally.","English, Filipino",United States,Nominated for 3 Oscars. 75 wins & 187 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.1,"185,808",tt1560747,movie,12 Jul 2014,"$16,377,274",N/A,N/A,True,
The Messenger,2009,R,04 Dec 2009,113 min,"Drama, Romance, War",Oren Moverman,"Alessandro Camon, Oren Moverman","Ben Foster, Samantha Morton, Woody Harrelson","While on a recent deployment to Iraq, US Army Staff Sergeant Will Montgomery is injured when an improvised explosive device goes off within close proximity to him. He is back in the States recovering from the more serious of those injuries, including one to his eye and leg. He has resumed a sexual relationship with his long time girlfriend Kelly, despite the fact that she is now engaged to another man who Will knows. With the few months Will has left in his enlistment, the army assigns him to the Casualty Notification Team in his area. Not having a background in counseling, psychology or grief management, he is unsure if he is well suited to this job. He is partnered with a career soldier, Captain Tony Stone, who teaches Will the precise protocol involved in the job. Tony tells Will, who quickly learns by on the job experience, that this job has its own dangers. As Will learns to adapt to the range of emotions of the next of kin, he is unprepared for the reaction of Olivia Pitterson, whose husband was killed in Iraq. His initial encounter with Olivia leads to him wanting to get to know her better, which may not be in either her or his best interest. Despite being a recovering alcoholic, the more experienced Tony tries to guide Will as best he can under their collective circumstances.","English, Spanish",United States,Nominated for 2 Oscars. 17 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BMTQyMzQ2Nzc5Ml5BMl5BanBnXkFtZTcwNDk4NjAyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.1,"36,658",tt0790712,movie,08 Mar 2017,"$1,109,660",N/A,N/A,True,
The Midnight Sky,2020,PG-13,23 Dec 2020,118 min,"Adventure, Drama, Sci-Fi",George Clooney,"Lily Brooks-Dalton, Mark L. Smith","George Clooney, Felicity Jones, David Oyelowo","A scientist is working alone at a remote Arctic research station when he learns of a mysterious global disaster. At the same time, he meets a strange girl in the Arctic, with whom he must stop the return to Earth of the crew of the spaceship ""Aether"".",English,United States,Nominated for 1 Oscar. 5 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BNDQwYjJjODMtOWNmNC00NDJjLThiNDgtNzVkOTM1MjY5NDQ5XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.7,"89,222",tt10539608,movie,23 Dec 2020,N/A,N/A,N/A,True,
The Milk of Sorrow,2009,N/A,13 Feb 2009,94 min,"Drama, Music",Claudia Llosa,Claudia Llosa,"Magaly Solier, Susi Sánchez, Efraín Solís","Fausta is suffering from a rare disease called the Milk of Sorrow, which is transmitted through the breast milk of pregnant women who were abused or raped during or soon after pregnancy. While living in constant fear and confusion due to this disease, she must face the sudden death of her mother. She chooses to take drastic measures to not follow in her mother's footsteps.","Spanish, Quechua","Spain, Peru",Nominated for 1 Oscar. 16 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BOTkwM2Y1ODctYzdiMy00MjVhLWEzNDMtZGY3NzJjNzAwOGYwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"7,333",tt1206488,movie,18 Nov 2020,"$10,462",N/A,N/A,True,
The Missing Picture,2013,Not Rated,19 Mar 2014,92 min,Documentary,Rithy Panh,"Rithy Panh, Christophe Bataille","Randal Douc, Jean-Baptiste Phou","Rithy Panh uses clay figures, archival footage, and his narration to recreate the atrocities Cambodia's Khmer Rouge committed between 1975 and 1979.",French,"Cambodia, France",Nominated for 1 Oscar. 12 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BNjc5MDkyODM3NF5BMl5BanBnXkFtZTgwMzAxNjgwMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.3,"3,497",tt2852470,movie,09 Sep 2014,"$52,164",N/A,N/A,True,
The Mitchells vs. the Machines,2021,PG,30 Apr 2021,114 min,"Animation, Adventure, Comedy","Michael Rianda, Jeff Rowe","Michael Rianda, Jeff Rowe, Peter Szilagyi","Abbi Jacobson, Danny McBride, Maya Rudolph","An animated action-comedy about an ordinary family who find themselves in the middle of their biggest family challenge yet...saving the world from the robot apocalypse. No big deal, right? It all starts when creative outsider Katie Mitchell is accepted into the film school of her dreams and is eager to leave home and find ""her people,"" when her nature-loving dad insists on having the whole family drive her to school and bond during one last totally-not-awkward-or-forced road trip. But just when the trip can't get any worse, the family suddenly finds itself in the middle of the robot uprising. Everything from smart phones, to roombas, to evil Furbys are employed to capture every human on the planet. Now it's up to the Mitchells, including upbeat mom Linda, quirky little brother Aaron, their squishy pug, Monchi, and two friendly, but simple-minded robots to save humanity.","Ukrainian, Spanish, Russian, English","United States, Hong Kong, Canada, United Kingdom",Nominated for 1 Oscar. 46 wins & 65 nominations total,https://m.media-amazon.com/images/M/MV5BMjdkZjNjNDItYzc4MC00NTkxLTk1MWEtY2UyZjY5MjUwNDNkXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.6,"125,847",tt7979580,movie,30 Apr 2021,N/A,N/A,N/A,True,
The Mole Agent,2020,Not Rated,01 Sep 2020,84 min,Documentary,Maite Alberdi,Maite Alberdi,"Sergio Chamy, Romulo Aitken, Marta Olivares",A private investigator in Chile hires someone to work as a mole at a retirement home where a client of his suspects the caretakers of elder abuse.,Spanish,"Chile, United States, Germany, Netherlands, Spain",Nominated for 1 Oscar. 13 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BYzg4MzVlMDEtY2VjZC00MWYxLWFkNWEtN2FiYzU4MzM3MDgwXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.5,"9,381",tt11394298,movie,01 Sep 2020,N/A,N/A,N/A,True,
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,Not Rated,17 Oct 2009,92 min,Documentary,"Judith Ehrlich, Rick Goldsmith","Lawrence Lerew, Rick Goldsmith, Judith Ehrlich","Peter Arnett, Ben Bagdikian, Ann Beeson","""The Most Dangerous Man in America"" is the story of what happens when a former Pentagon insider, armed only with his conscience, steadfast determination, and a file cabinet full of classified documents, decides to challenge an ""Imperial"" Presidency-answerable to neither Congress, the press, nor the people-in order to help end the Vietnam War. In 1971, Daniel Ellsberg shook America to its foundations when he smuggled a top-secret Pentagon study to the New York Times that showed how five Presidents consistently lied to the American people about the Vietnam War that was killing millions and tearing America apart. President Nixon's National Security Advisor Henry Kissinger called Ellsberg ""the most dangerous man in America,"" who ""had to be stopped at all costs."" But Ellsberg wasn't stopped. Facing 115 years in prison on espionage and conspiracy charges, he fought back. Ensuing events surrounding the so-called Pentagon Papers led directly to Watergate and the downfall of President Nixon, and hastened the end of the Vietnam War. Ellsberg's relentless telling of truth to power, which exposed the secret deeds of an ""Imperial Presidency,"" inspired Americans of all walks of life to forever question the previously-unchallenged pronouncements of its leaders. ""The Most Dangerous Man in America"" tells the inside story, for the first time on film, of this pivotal event that changed history and transformed our nation's political discourse. It is told largely by the players of that dramatic episode-Ellsberg, his colleagues, family and critics; Pentagon Papers authors and government officials; Vietnam veterans and anti-war activists; Watergate principals, attorneys and the journalists who both covered the story and were an integral part of it; and finally-through White House audiotapes-President Nixon and his inner circle of advisors.",English,United States,Nominated for 1 Oscar. 5 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ0Nzg0MDQ2M15BMl5BanBnXkFtZTcwMzAwOTIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.7,"2,413",tt1319726,movie,N/A,"$453,993",N/A,N/A,True,
The Neighbors' Window,2019,N/A,26 Apr 2019,21 min,"Short, Drama",Marshall Curry,"Diane Weipert, Marshall Curry","Maria Dizzia, Greg Keller, Juliana Canfield",It tells the story of a middle aged woman with small children whose life is shaken up when two free-spirited twenty-somethings move in across the street.,English,United States,Won 1 Oscar. 12 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZjEyNjgxOGUtMmEwYi00ZjQxLWI2NGMtNDNmY2NiODk3NmU3XkEyXkFqcGdeQXVyOTgwNzIyOTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"5,804",tt8163822,movie,01 May 2020,"$330,661",N/A,N/A,True,
The New Tenants,2009,TV-14,06 Mar 2010,21 min,"Short, Comedy, Crime",Joachim Back,"Anders Thomas Jensen, David Rakoff","Vincent D'Onofrio, Kevin Corrigan, Liane Balaban","A prying neighbor, a glassy-eyed drug dealer, and a husband brandishing both a weapon and a vendetta make up the welcome wagon. Set amidst the as-yet-unopened boxes and the hopes for a fresh start of two men on what might just be the worst moving day ever. Their new apartment reveals its terrifying history in a film that is by turns funny, frightening, and unexpectedly romantic.",English,"Denmark, United States",Won 1 Oscar. 1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BYzg0MTY2NjktNThiMy00ODUzLWFlNmYtZjg0ZjJlYmU1NjY3XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,551",tt1520428,movie,02 Mar 2017,N/A,N/A,N/A,True,
The One and Only Ivan,2020,PG,21 Aug 2020,95 min,"Adventure, Comedy, Drama",Thea Sharrock,"Mike White, Katherine Applegate","Sam Rockwell, Bryan Cranston, Phillipa Soo",A gorilla named Ivan tries to piece together his past with the help of an elephant named Ruby as they hatch a plan to escape from captivity.,English,United States,Nominated for 1 Oscar. 2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZWY3OTNhNWUtMDk2My00ZGVhLWE5ODQtM2NkOTZiMWM2MGY2XkEyXkFqcGdeQXVyNjMwMzc3MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"13,405",tt3661394,movie,21 Aug 2020,N/A,N/A,N/A,True,
The Phone Call,2013,TV-14,20 Feb 2015,22 min,"Short, Drama",Mat Kirkby,"Mat Kirkby, James Lucas","Sally Hawkins, Jim Broadbent, Edward Hogg","Heather volunteers as a crisis center hot-line operator. She receives a telephone call from a tearful Stan, who is reluctant to divulge the nature of his problem. All she can initially get out of him is that he is despondent and remorseful about an event that happened two years ago, which is now making it difficult for him to continue. The call takes on some urgency for her when she learns that he has taken some prescription anti-depressants. While she tries to convince him to let her call an ambulance for him, all he really seems to want is someone - her - to figuratively hold his hand while he dies. Without any other support staff around, Heather has to use whatever clues she can glean from their conversation to provide Stan the help she wants to get to him before he dies.",English,United Kingdom,Won 1 Oscar. 9 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BODY0ZDUzMzEtNzIxYy00ZGQwLThlNzktNzEyMTE0NGI5OGE0XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"3,054",tt3071532,movie,28 Jan 2016,N/A,N/A,N/A,True,
No Part of the Pig Is Wasted,2007,N/A,28 Jan 2007,18 min,Short,Emma Perret,Emma Perret,"Bass Dhem, Fred Epaud, Jean-Jérôme Esposito, Abdelhafid Metalsi",N/A,French,France,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,10,tt1075075,movie,N/A,N/A,N/A,N/A,True,
The Pirates! Band of Misfits,2012,PG,27 Apr 2012,88 min,"Animation, Action, Adventure","Peter Lord, Jeff Newitt","Gideon Defoe, Kevin Cecil, Andy Riley","Hugh Grant, Salma Hayek, Jeremy Piven","Always outclassed by fierce opponents such as Cutlass Liz, Peg Leg Hastings, and Black Bellamy, the hopeless, Pirate Captain, decides it's high time he won the prestigious 1837 ""Pirate of the Year Award"". However, this is easier said than done, as the determined captain embarks on a foolhardy quest along with his ragtag crew of misfits which involves Queen Victoria herself, an extremely rare dodo bird, and a brilliant young scientist named Charles Darwin. Will Pirate Captain manage to pull off a surprise victory?",English,"United Kingdom, United States",Nominated for 1 Oscar. 20 nominations total,https://m.media-amazon.com/images/M/MV5BNDhkOGZkZWMtNGI4Mi00ZWI3LTgyYTgtMDU4ZDI3NTNjMWFiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"51,274",tt1430626,movie,28 Aug 2012,"$31,051,126",N/A,N/A,True,
The Post,2017,PG-13,12 Jan 2018,116 min,"Biography, Drama, History",Steven Spielberg,"Liz Hannah, Josh Singer","Meryl Streep, Tom Hanks, Sarah Paulson","When American military analyst, Daniel Ellsberg, realizes to his disgust the depths of the US government's deceptions about the futility of the Vietnam War, he takes action by copying top-secret documents that would become the Pentagon Papers. Later, Washington Post owner, Kay Graham, is still adjusting to taking over her late husband's business when editor Ben Bradlee discovers the New York Times has scooped them with an explosive expose on those papers. Determined to compete, Post reporters find Ellsberg himself and a complete copy of those papers. However, the Post's plans to publish their findings are put in jeopardy with a Federal restraining order that could get them all indicted for Contempt. Now, Kay Graham must decide whether to back down for the safety of her paper or publish and fight for the Freedom of the Press. In doing so, Graham and her staff join a fight that would have America's democratic ideals in the balance.",English,"United States, India",Nominated for 2 Oscars. 21 wins & 113 nominations total,https://m.media-amazon.com/images/M/MV5BMjQyMjEwOTIwNV5BMl5BanBnXkFtZTgwOTkzNTMxNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.2,"161,539",tt6294822,movie,03 Apr 2018,"$81,903,458",N/A,N/A,True,
